Name,NetWorth,Country,Source,Rank
Xiang Guangming & family,1500000000,China,waste disposal,2035
Xu Gang,1500000000,China,Chemicals,2035
Xu Wanmao,1500000000,China,education,2035
Jane Yan & family,1500000000,China,software,2035
Ye Cheng,1500000000,China,conglomerate,2035
Yi Dasheng,1500000000,China,conglomerate,2035
Yu Rong,1500000000,China,health clinics,2035
Yuan Zhimin & family,1500000000,China,plastics,2035
Zeng Chaolin,1500000000,China,Aluminium,2035
Zhong Sheng Jian,1500000000,Singapore,real estate,2035
Zhou Jian,1500000000,China,robotics,2035
Zhu Yiming,1500000000,China,semiconductors,2035
Zhuang Kuilong & family,1500000000,China,polyester,2035
Anu Aga,1400000000,India,engineering,2141
Farkhad Akhmedov,1400000000,Russia,investments,2141
Alberto Alcocer,1400000000,Spain,investments,2141
Alexandra Andresen,1400000000,Norway,investments,2141
Katharina Andresen,1400000000,Norway,investments,2141
Mori Arkin,1400000000,Israel,pharmaceuticals,2141
Clifford Asness,1400000000,United States,money management,2141
Nigel Austin,1400000000,Australia,retail,2141
Ziv Aviram,1400000000,Israel,automotive technology,2141
Louis Bacon,1400000000,United States,hedge funds,2141
Samuel Barata,1400000000,Brazil,drugstores,2141
Angela Bennett,1400000000,Australia,mining,2141
Maurizio Billi,1400000000,Brazil,generic drugs,2141
Zadik Bino & family,1400000000,Israel,"banking, oil",2141
Anna Maria Braun,1400000000,Germany,medical technology,2141
Johanna Braun,1400000000,Germany,medical technology,2141
Karl Friedrich Braun,1400000000,Germany,medical technology,2141
Cai Hao & family,1400000000,China,solar energy,2141
Binod Chaudhary,1400000000,Nepal,diversified,2141
Chen Liying,1400000000,China,package delivery,2141
Chen Qixing,1400000000,China,electronics components,2141
Chen Zhuolin,1400000000,China,real estate,2141
Fernando Chico Pardo,1400000000,Mexico,airport management,2141
Jean-Paul Clozel,1400000000,Switzerland,pharmaceuticals,2141
Jim Crane,1400000000,United States,"logistics, baseball",2141
Ana Lucia de Mattos Barretto Villela,1400000000,Brazil,banking,2141
Darwin Deason,1400000000,United States,software,2141
Sefik Yilmaz Dizdar,1400000000,Turkey,fashion retail,2141
James Duff,1400000000,United States,"tires, diversified",2141
Thomas Duff,1400000000,United States,"tires, diversified",2141
Keith Dunleavy & family,1400000000,United States,health IT,2141
Fang Zhancheng,1400000000,China,soy sauce,2141
Lloyd Frink,1400000000,United States,Zillow,2141
Gao Yunfeng,1400000000,China,industrial lasers,2141
Jayme Garfinkel,1400000000,Brazil,insurance,2141
Balkrishan Goenka,1400000000,India,textiles,2141
Jitse Groen,1400000000,Netherlands,food delivery service,2141
Mimi Haas,1400000000,United States,Levi's jeans,2141
Richard Hayne,1400000000,United States,Urban Outfitters,2141
He Ningning,1400000000,China,electronic components,2141
He Yamin & family,1400000000,China,manufacturing,2141
Timothy Headington,1400000000,United States,"oil & gas, investments",2141
Christian Herz,1400000000,Germany,coffee,2141
Michaela Herz,1400000000,Germany,coffee,2141
Daniel Hirschfeld,1400000000,United States,fashion retail,2141
Francis Holder,1400000000,France,bakeries,2141
Hu Chengzhong,1400000000,China,manufacturing,2141
Hu Gengxi & family,1400000000,China,Bio-Pharma,2141
Huang Hongyun & family,1400000000,China,real estate,2141
Huang Jian,1400000000,China,home appliance,2141
Huang Weibin,1400000000,China,home appliances,2141
Huang Xiaofen & family,1400000000,China,printed circuit boards,2141
Archie Hwang,1400000000,Taiwan,semiconductors,2141
Jay-Z,1400000000,United States,Multiple,2141
Johan Johannson,1400000000,Norway,grocery stores,2141
Scott Kapnick,1400000000,United States,private equity,2141
Sidney Kimmel,1400000000,United States,retail,2141
Christine Knauf,1400000000,Germany,building materials,2141
Karl Knauf,1400000000,Germany,building materials,2141
Andrei Kosogov,1400000000,Russia,Banking,2141
Guilherme Peirao Leal,1400000000,Brazil,cosmetics,2141
Theodore Leonsis,1400000000,United States,sports teams,2141
Li Denghai,1400000000,China,seed production,2141
Liang Qin & family,1400000000,China,semiconductor devices,2141
Liang Yaoming,1400000000,China,diagnostics,2141
Liu Hua,1400000000,China,infant formula,2141
Liu Xuejing & family,1400000000,China,"copper, poultry",2141
Anatoly Lomakin,1400000000,Russia,investments,2141
Lu Rongfu,1400000000,China,telecommunication,2141
Antonio Marcegaglia,1400000000,Italy,steel,2141
Emma Marcegaglia,1400000000,Italy,steel,2141
Ilson Mateus,1400000000,Brazil,supermarkets,2141
Terence (Terry) Matthews,1400000000,Canada,telecom,2141
Trevor Milton,1400000000,United States,★,2141
Nirmal Minda,1400000000,India,auto parts,2141
Robert Mouawad,1400000000,Lebanon,fine jewelry,2141
Judith Neilson,1400000000,Australia,investments,2141
Kerr Neilson,1400000000,Australia,Investments,2141
Vadim Novinsky,1400000000,Ukraine,steel,2141
John Ocampo,1400000000,United States,semiconductors,2141
Jonathan Oringer,1400000000,United States,stock photos,2141
Andreas Pohl,1400000000,Germany,mutual funds,2141
"Reinfried Pohl, Jr.",1400000000,Germany,mutual funds,2141
Qi Jinxing,1400000000,China,real estate,2141
Qian Jinghong,1400000000,China,electric scooters,2141
Vito Rodriguez Rodriguez,1400000000,Peru,processed milk,2141
Oliver Samwer,1400000000,Germany,tech investments,2141
Martin Selig,1400000000,United States,real estate,2141
Airat Shaimiev,1400000000,Russia,"refinery, chemicals",2141
Amnon Shashua,1400000000,Israel,automotive technology,2141
Nobutoshi Shimamura,1400000000,Japan,retail,2141
Michael Spencer,1400000000,United Kingdom,stock exchange,2141
Edward Stack,1400000000,United States,Dick's Sporting Goods,2141
Thomas Steyer,1400000000,United States,hedge funds,2141
Tan Ruiqing,1400000000,China,chemicals,2141
Itaru Tanimura,1400000000,Japan,heathcare,2141
Sukanto Tanoto,1400000000,Indonesia,diversified,2141
Alexander Tedja,1400000000,Indonesia,real estate,2141
Jim Thompson,1400000000,United States,logistics,2141
Jonathan Tisch,1400000000,United States,"insurance, NFL team",2141
Wilma Tisch,1400000000,United States,diversified,2141
Gisele Trajano,1400000000,Brazil,retail,2141
Jayshree Ullal,1400000000,United States,computer networking,2141
Vardis Vardinoyannis & family,1400000000,Greece,oil and gas,2141
Sunny Varkey,1400000000,India,education,2141
Wang Jianfeng & family,1400000000,China,auto parts,2141
Wang Junjin,1400000000,China,airline,2141
Wang Mingwang,1400000000,China,electronics components,2141
Wang Xiaoshen,1400000000,China,lithium,2141
Werner O. Weber,1400000000,Switzerland,electronic components,2141
Drorit Wertheim,1400000000,Israel,Coca Cola Israel,2141
"Alfred West, Jr.",1400000000,United States,money management,2141
Wu Po Sum,1400000000,China,real estate,2141
Xie Ketao,1400000000,China,education,2141
Swift Xie,1400000000,China,drones,2141
Yu Guo,1400000000,China,education,2141
"Richard Yuengling, Jr.",1400000000,United States,beer,2141
Clayton Zekelman,1400000000,Canada,steel,2141
Zheng Hong & family,1400000000,China,electronics,2141
Shusheng Zheng,1400000000,China,telecom,2141
Zhuo Jun,1400000000,Hong Kong,printed circuit boards,2141
Inigo Zobel,1400000000,Philippines,Diversified,2141
Sanjay Agarwal,1300000000,India,banking,2263
Hamad bin Jassim bin Jaber Al Thani,1300000000,Qatar,investments,2263
Nerio Alessandri,1300000000,Italy,gym equipment,2263
Mika Anttonen,1300000000,Finland,oil & gas,2263
Ryuji Arai,1300000000,Japan,appliances,2263
Mehmet Aydinlar,1300000000,Turkey,hospitals,2263
Achal Bakeri,1300000000,India,air coolers,2263
Elena Baturina,1300000000,Russia,"investments, real estate",2263
Othman Benjelloun & family,1300000000,Morocco,"banking, insurance",2263
Oleg Boyko,1300000000,Russia,diversified,2263
Ludwig Theodor Braun,1300000000,Germany,medical technology,2263
Ana Maria Brescia Cafferata,1300000000,Peru,"mining, banking",2263
Chris Britt,1300000000,United States,fintech,2263
Rafal Brzoska,1300000000,Poland,parcel lockers,2263
Chuck Bundrant,1300000000,United States,fishing,2263
Pradip Burman,1300000000,India,consumer goods,2263
Cao Xiaochun,1300000000,China,pharmaceuticals,2263
Chang Pyung-soon,1300000000,South Korea,educational services,2263
Jeffrey Cheah,1300000000,Malaysia,property,2263
Vivien Chen,1300000000,Hong Kong,real estate,2263
Cheng Lili,1300000000,China,poultry breeding,2263
Cho Jung-ho,1300000000,South Korea,finance,2263
Cho Jyh-jer,1300000000,Taiwan,semiconductors,2263
Chu Jian,1300000000,China,Manufacturing,2263
Eduard Chukhlebov,1300000000,Russia,metallurgy,2263
Turgay Ciner,1300000000,Turkey,diversified,2263
Tim Cook,1300000000,United States,Apple,2263
Richard Desmond,1300000000,United Kingdom,publishing,2263
Du Shuanghua,1300000000,China,steel,2263
Egon Durban,1300000000,United States,private equity,2263
Eduardo Eurnekian,1300000000,Argentina,"airports, investments",2263
Fan Minhua,1300000000,China,pharmaceuticals,2263
Feng Chenhui,1300000000,United States,Electronics,2263
Feng Yi,1300000000,China,software,2263
John Goff,1300000000,United States,real estate,2263
Kenneth Hao,1300000000,United States,private equity,2263
Ayman Hariri,1300000000,Lebanon,"construction, investments",2263
Michael Heine,1300000000,Australia,financial services,2263
Eduardo Hochschild,1300000000,Peru,mining,2263
Huang Dawen,1300000000,Hong Kong,silicon,2263
Huang Shan,1300000000,China,software,2263
Jiang Ganjun,1300000000,China,home & office products,2263
Conni Jonsson,1300000000,Sweden,asset management,2263
Zbigniew Juroszek & family,1300000000,Poland,"real estate, gambling",2263
André Kasprzak,1300000000,Denmark,shoes,2263
Anna Kasprzak,1300000000,Denmark,shoes,2263
Peter Kelly,1300000000,United Kingdom,I.T.,2263
Kim Nam-jung,1300000000,South Korea,food,2263
Hemendra Kothari,1300000000,India,Financial Services,2263
Michael Krasny,1300000000,United States,retail,2263
Igor Kudryashkin,1300000000,Russia,metallurgy,2263
Bernard Lewis & family,1300000000,United Kingdom,fashion retailer,2263
Li Tan,1300000000,China,pharmaceuticals,2263
Liang Guangwei,1300000000,China,conglomerate,2263
Liang Jiankun & family,1300000000,China,cobalt mining,2263
Liu Jilu & family,1300000000,China,Logistics,2263
Mangal Prabhat Lodha,1300000000,India,real estate,2263
Brandt Louie,1300000000,Canada,drugstores,2263
Lu Hongyan,1300000000,China,online games,2263
Zhaoxi Lu,1300000000,China,e-commerce,2263
Ma Renhe,1300000000,China,"textiles, apparel",2263
Deepak Mehta,1300000000,India,chemicals,2263
Ulrike Meister,1300000000,Germany,appliances,2263
Lidiya Mikhailova & family,1300000000,Russia,agribusiness,2263
Alan Miller & family,1300000000,United States,healthcare services,2263
Martin Moller Nielsen,1300000000,Denmark,aircraft leasing,2263
Greg Mondre,1300000000,United States,private equity,2263
Yoshiko Mori,1300000000,Japan,real estate,2263
Bob Muglia,1300000000,United States,software,2263
George Alexander Muthoot,1300000000,India,financial services,2263
George Jacob Muthoot,1300000000,India,financial services,2263
George Thomas Muthoot,1300000000,India,financial services,2263
Ranjan Pai,1300000000,India,education,2263
Antonio Percassi,1300000000,Italy,"real estate, diversified",2263
Stefan Pierer,1300000000,Austria,automotive,2263
Qiu Minxiu,1300000000,China,semiconductors,2263
Lily Safra,1300000000,Monaco,banking,2263
Nobutada Saji,1300000000,Japan,beverages,2263
Thomas Sandell,1300000000,Sweden,hedge funds,2263
Penny Sanford,1300000000,United States,real estate brokerage,2263
Ilya Scherbovich,1300000000,Russia,investments,2263
Gerald Schwartz,1300000000,Canada,finance,2263
Anatoly Sedykh,1300000000,Russia,steel pipes,2263
Radik Shaimiev,1300000000,Russia,"refinery, chemicals",2263
Shao Xiaofeng,1300000000,China,e-commerce,2263
Shi Xu,1300000000,Singapore,technology,2263
Shin Chang-jae,1300000000,South Korea,insurance,2263
Ron Sim,1300000000,Singapore,retail,2263
Jasminder Singh & family,1300000000,United Kingdom,hotels,2263
Jared Smith,1300000000,United States,cloud computing,2263
Terry Snow,1300000000,Australia,"airports, real estate",2263
Petter Stordalen & family,1300000000,Norway,hotels,2263
Dirk Stroeer,1300000000,Germany,advertising,2263
Satoshi Suzuki,1300000000,Japan,cosmetics,2263
Tang Zhuang,1300000000,United States,electronics,2263
Joop van den Ende,1300000000,Netherlands,TV shows,2263
Masaru Wasami,1300000000,Japan,logistics,2263
Wei Shaojun,1300000000,China,real estate,2263
Farris Wilks,1300000000,United States,natural gas,2263
Whitney Wolfe Herd,1300000000,United States,dating app,2263
Wu Yonghua,1300000000,China,apparel,2263
Xia Shudong,1300000000,China,IT service,2263
Xiong Jun & family,1300000000,China,pharmaceuticals,2263
Xu Guangfu & family,1300000000,China,Daqo Group,2263
Yang Keng,1300000000,China,real estate,2263
Luis Enrique Yarur Rey,1300000000,Chile,banking,2263
Ye Qiongjiu,1300000000,China,software,2263
Yeh Kuo-I,1300000000,Taiwan,manufacturing,2263
Yu Bangping & family,1300000000,China,coal mining,2263
Yu Jinkun & family,1300000000,China,transportation equipment,2263
Patrick Zalupski,1300000000,United States,homebuilding,2263
Zhang Gongyun,1300000000,China,tyre manufacturing machinery,2263
Zhou Chengjian,1300000000,China,fashion retail,2263
Zhou Xiayun & family,1300000000,China,Education,2263
Zhu Tao,1300000000,China,pharmaceutical,2263
Aras Agalarov,1200000000,Russia,real estate,2378
Syed Mokhtar AlBukhary,1200000000,Malaysia,"engineering, energy, construction",2378
Anant Asavabhokin,1200000000,Thailand,real estate,2378
Thomas Bailey,1200000000,United States,money management,2378
Shay Banon,1200000000,Israel,search engine,2378
Sachin Bansal,1200000000,India,flipkart,2378
Christian Bertermann,1200000000,Germany,used car sales,2378
Cao Kejian,1200000000,China,air compressors,2378
Edouard Carmignac,1200000000,France,asset management,2378
Chen Gang,1200000000,China,solar energy,2378
Chen Tianqiao,1200000000,China,online games,2378
Henry Cheng,1200000000,Hong Kong,diversified,2378
Cheng Wei,1200000000,China,ride-hailing service,2378
Chey Ki-won,1200000000,South Korea,"computer services, telecom",2378
Chua Thian Poh,1200000000,Singapore,real estate,2378
Ronald Clarke,1200000000,United States,payments technology,2378
Sandor Csanyi,1200000000,Hungary,"finance, real estate",2378
Diego Della Valle,1200000000,Italy,shoes,2378
Deng Hui & family,1200000000,United States,software,2378
Carl DeSantis,1200000000,United States,energy drink,2378
Mathias Doepfner,1200000000,Germany,Media,2378
Aydin Dogan,1200000000,Turkey,media,2378
Marek Dospiva,1200000000,Czechia,investments,2378
Wesley Edens,1200000000,United States,investments,2378
Wolfgang Egger,1200000000,Germany,real estate,2378
Gabriel Escarrer,1200000000,Spain,hotels,2378
Fan Zhaoxia & family,1200000000,China,photovoltaic equipment,2378
Clement Fayat & family,1200000000,France,construction,2378
Gleb Fetisov,1200000000,Russia,investments,2378
Benedicte Find,1200000000,Denmark,medical devices,2378
J. Christopher Flowers,1200000000,United States,investments,2378
Dan Gertler,1200000000,Israel,mining,2378
Premchand Godha,1200000000,India,pharmaceuticals,2378
Lance Gokongwei,1200000000,Philippines,diversified,2378
Lawrence Golub,1200000000,United States,private equity,2378
Ryan Graves,1200000000,United States,uber,2378
Mehmet Nazif Gunal,1200000000,Turkey,"tourism, construction",2378
Stelios Haji-Ioannou,1200000000,Cyprus,EasyJet,2378
Alfredo Harp Helu & family,1200000000,Mexico,banking,2378
Jaroslav Hascak,1200000000,Slovakia,investments,2378
Hong Seok-joh,1200000000,South Korea,convenience stores,2378
Hu Xiaojun & family,1200000000,China,Airline,2378
Huang Shanbing & family,1200000000,China,semiconductors,2378
Huang Yimeng,1200000000,China,mobile games,2378
Jonas Kamprad,1200000000,Sweden,IKEA,2378
Mathias Kamprad,1200000000,Sweden,IKEA,2378
Peter Kamprad,1200000000,Sweden,IKEA,2378
Eugene Kaspersky,1200000000,Russia,software,2378
Kim Dae-il,1200000000,South Korea,mobile gaming,2378
Kim Jung-woong,1200000000,South Korea,cosmetics,2378
Kazutoshi Kobayashi,1200000000,Japan,cosmetics,2378
Masanori Kobayashi,1200000000,Japan,cosmetics,2378
Takao Kobayashi,1200000000,Japan,cosmetics,2378
Hakan Koc,1200000000,Germany,online car sales,2378
Andrei Komarov,1200000000,Russia,manufacturing,2378
Koo Bon-joon,1200000000,South Korea,"electronics, household products",2378
Koo Bon-neung,1200000000,South Korea,electronics,2378
Koo Bon-sik,1200000000,South Korea,LG,2378
Kwek Leng Peck,1200000000,Singapore,diversified,2378
Joe Lacob,1200000000,United States,Golden State Warriors,2378
Guy Laliberté,1200000000,Canada,Cirque du Soleil,2378
Lee Jay-hyun,1200000000,South Korea,"food products, entertainment",2378
Li Fengluan,1200000000,China,"steel, diversified",2378
Lin Jie & family,1200000000,China,pharmaceuticals,2378
Liu Baolin,1200000000,China,pharmacies,2378
Liu Gexin & family,1200000000,China,pharmaceuticals,2378
Lou Guoqiang,1200000000,China,copper,2378
Lu Shenglin,1200000000,China,machinery,2378
Lu Zhilin,1200000000,China,machinery,2378
Frederic Luddy,1200000000,United States,software,2378
Lun Ruixiang & family,1200000000,China,real estate,2378
Alexander Lutsenko & family,1200000000,Russia,agribusiness,2378
Bill Malhotra,1200000000,Canada,real estate,2378
Jorge Mas,1200000000,United States,Construction,2378
Muneaki Masuda,1200000000,Japan,retail,2378
Andrei Molchanov,1200000000,Russia,construction materials,2378
Ulrich Mommert & family,1200000000,Austria,lighting,2378
Taichiro Motoe,1200000000,Japan,Internet services,2378
Mou Jinxiang,1200000000,China,chemicals,2378
Udo Mueller,1200000000,Germany,advertising,2378
Nguyen Dang Quang,1200000000,Vietnam,"consumer products, banking",2378
Simon Nixon,1200000000,United Kingdom,price comparison website,2378
Liora Ofer,1200000000,Israel,investments,2378
Roberto Ongpin,1200000000,Philippines,diversified,2378
Eren Ozmen,1200000000,United States,aerospace,2378
Fatih Ozmen,1200000000,United States,aerospace,2378
Chamath Palihapitiya,1200000000,United States,★,2378
Murdaya Poo,1200000000,Indonesia,diversified,2378
G.V. Prasad,1200000000,India,pharmaceuticals,2378
Michael Price,1200000000,United States,investments,2378
Qin Qingping & family,1200000000,China,coal & coke,2378
Qiu Dongxu,1200000000,Canada,pharmaceutical,2378
Rao Wei & family,1200000000,China,pharmaceuticals,2378
Andrei Rappoport,1200000000,Russia,investments,2378
Dani Reiss,1200000000,Canada,down jackets,2378
Ren Zhengfei,1200000000,China,telecom equipment,2378
Duke Reyes,1200000000,United States,beer distribution,2378
Boris Rotenberg,1200000000,Russia,"construction, pipes, chemicals",2378
Chris Sacca,1200000000,United States,venture capital investing,2378
Alexander Samwer,1200000000,Germany,tech investments,2378
Marc Samwer,1200000000,Germany,tech investments,2378
Hajime Satomi,1200000000,Japan,"video games, pachinko",2378
James Scapa,1200000000,United States,software,2378
Albert Shigaboutdinov,1200000000,Russia,"refinery, chemicals",2378
Kavita Singhania,1200000000,India,cement,2378
Ronald Slabke,1200000000,Germany,fintech,2378
Mike Speiser,1200000000,United States,software,2378
Michael Steinhardt,1200000000,United States,hedge funds,2378
Nik Storonsky,1200000000,United Kingdom,fintech,2378
Sergei Sudarikov,1200000000,Russia,"finance, development",2378
Winarko Sulistyo,1200000000,Indonesia,paper and pulp,2378
Rustem Sulteev,1200000000,Russia,"refinery, chemicals",2378
Sam Tarascio,1200000000,Australia,real estate,2378
Nutchamai Thanombooncharoen,1200000000,Thailand,energy drinks,2378
Laurie Tisch,1200000000,United States,"insurance, NFL team",2378
Steven Tisch,1200000000,United States,insurance,2378
Robert Toll,1200000000,United States,home building,2378
Thomas Tull,1200000000,United States,"movies, investments",2378
Thongma Vijitpongpun,1200000000,Thailand,real estate,2378
Thomas von Koch,1200000000,Sweden,asset management,2378
Wan Feng & family,1200000000,China,medical equipment,2378
Wang Fuji,1200000000,China,pharmaceuticals,2378
Wang Jianyi,1200000000,China,fiber optic cables,2378
Wang Qunbin,1200000000,China,conglomerate,2378
Wang Ren-sheng,1200000000,Taiwan,retail,2378
Wang Shumin,1200000000,China,manufacturing,2378
Allan Wong,1200000000,Hong Kong,electronics,2378
Wu Li-gann,1200000000,Taiwan,electronic components,2378
Xiang Guangda,1200000000,China,metals,2378
Xiong Haitao,1200000000,China,plastics/investment,2378
Xu Guifen & family,1200000000,China,food,2378
Yao Liangbo,1200000000,China,furniture retailing,2378
Yi Xianzhong & family,1200000000,China,pharmaceuticals,2378
Yu Xuefeng,1200000000,Canada,pharmaceuticals,2378
Yuan Jiandong & family,1200000000,China,pharmaceuticals,2378
Alan Zekelman,1200000000,Canada,steel,2378
Zhang Chuanwei & family,1200000000,China,machinery,2378
Zhang Xi,1200000000,China,chemicals,2378
Zhang Xuanning,1200000000,China,retail,2378
Zhao Dongping,1200000000,China,technology,2378
Zheng Jianjiang & family,1200000000,China,electrical equipment,2378
Zheng Xiaodong,1200000000,China,manufacturing,2378
Zhou Minghua,1200000000,China,pharmaceutical,2378
Zhou Ruxin,1200000000,China,Navigation,2378
Zhou Wen & family,1200000000,China,chemicals,2378
Zhou Yifeng & family,1200000000,China,liquefied petroleum gas,2378
Radhe Shyam Agarwal,1100000000,India,consumer goods,2524
Danna Azrieli,1100000000,Israel,Real estate,2524
Naomi Azrieli,1100000000,Canada,Real estate,2524
Sharon Azrieli,1100000000,Canada,Real estate,2524
Bai Houshan,1100000000,China,lithium battery,2524
Binny Bansal,1100000000,India,flipkart,2524
Eduardo Belmont Anderson,1100000000,Peru,cosmetics,2524
John Bicket,1100000000,United States,sensor systems,2524
Sanjit Biswas,1100000000,United States,sensor systems,2524
Lloyd Blankfein,1100000000,United States,banking,2524
Thomas Bruch,1100000000,Germany,retail,2524
Cai Hongbin,1100000000,China,pharmaceuticals,2524
Cao Jianwei,1100000000,China,semiconductors,2524
Chen Jiancheng,1100000000,China,manufacturing,2524
Chen Jinshi & family,1100000000,China,"construction, real estate",2524
Chen Yuantai,1100000000,China,batteries,2524
Cheng Antares,1100000000,Hong Kong,liquor,2524
Ron Corio,1100000000,United States,solar,2524
Trudy Shan Dai,1100000000,China,e-commerce,2524
Weili Dai,1100000000,United States,semiconductors,2524
Henry Davis,1100000000,United States,beef processing,2524
Charles Dunstone,1100000000,United Kingdom,mobile phones,2524
Feng Yuxia,1100000000,China,pharmaceuticals,2524
Paul Fireman,1100000000,United States,Reebok,2524
Richard Fortin,1100000000,Canada,convinience stores,2524
Donald Friese,1100000000,United States,manufacturing,2524
Soichiro Fukutake,1100000000,Japan,education,2524
Antonio Gallardo Ballart,1100000000,Spain,pharmaceuticals,2524
Jorge Gallardo Ballart,1100000000,Spain,pharmaceuticals,2524
Gao Xingjiang,1100000000,China,steel,2524
Rahul Gautam,1100000000,India,mattresses,2524
Simona Giorgetta,1100000000,Italy,chemical products,2524
Anne Gittinger,1100000000,United States,Nordstrom department stores,2524
Gaston Glock & family,1100000000,Austria,guns,2524
Radhe Shyam Goenka,1100000000,India,consumer goods,2524
David Golub,1100000000,United States,private equity,2524
Guo Jianqiang,1100000000,China,Electrical appliances,2524
Polys Haji-Ioannou,1100000000,Cyprus,EasyJet,2524
Fahed Hariri,1100000000,Lebanon,"construction, investments",2524
Ho Kuang-chi,1100000000,Taiwan,Restaurants,2524
Ming Hsieh,1100000000,United States,Fulgent Genetics,2524
Hu Rongda & family,1100000000,China,chemicals,2524
Huang Qiaolong & family,1100000000,China,tourism,2524
Mohammed Ibrahim,1100000000,United Kingdom,communications,2524
Hedda im Brahm-Droege,1100000000,Germany,investments,2524
Hiroshi Ishibashi,1100000000,Japan,tires,2524
Mitchell Jacobson,1100000000,United States,industrial equipment,2524
Jiang Xuefei & family,1100000000,China,printed circuit boards,2524
Jin Lei & family,1100000000,China,medical equipment,2524
Kenji Kasahara,1100000000,Japan,social network,2524
Richard Kayne,1100000000,United States,investments,2524
Chang-soo Kim,1100000000,South Korea,apparel,2524
Alexander Knauf,1100000000,Germany,building materials,2524
Martin Knauf,1100000000,Germany,building materials,2524
Robert Knauf,1100000000,Germany,building materials,2524
Gennady Kozovoy,1100000000,Russia,coal,2524
Eduard Kucera,1100000000,Czechia,software,2524
Lai Baosheng,1100000000,China,consumer technology,2524
Lai Guogui & family,1100000000,China,machinery,2524
Lam Lung On & family,1100000000,China,real estate,2524
Michiel Le Roux,1100000000,South Africa,banking,2524
Lee Ho-jin,1100000000,South Korea,diversified,2524
Lee Joong-keun,1100000000,South Korea,"construction, real estate",2524
Manfredi Lefebvre d'Ovidio,1100000000,Italy,cruises,2524
Nancy Lerner,1100000000,United States,"banking, credit cards",2524
Norma Lerner,1100000000,United States,banking,2524
Randolph Lerner,1100000000,United States,"banking, credit cards",2524
Li Qiong,1100000000,China,online games,2524
Li Wenmei & family,1100000000,China,medical equipment,2524
Lim Hariyanto Wijaya Sarwono,1100000000,Indonesia,"palm oil, nickel mining",2524
Liu Shenghui,1100000000,China,infant formula,2524
Lou Boliang & family,1100000000,United States,pharmaceuticals,2524
Low Tuck Kwong,1100000000,Indonesia,coal,2524
Lu Weiding,1100000000,China,diversified,2524
Lv Yongxiang,1100000000,China,magnetic switches,2524
"Cargill MacMillan, III.",1100000000,United States,Cargill,2524
John MacMillan,1100000000,United States,Cargill,2524
Martha MacMillan,1100000000,United States,Cargill,2524
William MacMillan,1100000000,United States,Cargill,2524
Yasseen Mansour,1100000000,Egypt,diversified,2524
John Martin,1100000000,United States,pharmaceuticals,2524
Carsten Maschmeyer,1100000000,Germany,finance and investments,2524
Bruce Mathieson,1100000000,Australia,hotels,2524
John McConnell & family,1100000000,United States,steel,2524
Takanori Nakamura,1100000000,Japan,cloud software,2524
Bruce Nordstrom,1100000000,United States,Nordstrom department stores,2524
Madeleine Olsson Ericksson,1100000000,Sweden,diversified,2524
Ou Xueming,1100000000,China,real estate,2524
Mats Paulsson & family,1100000000,Sweden,construction,2524
Peng Hao,1100000000,China,electronics,2524
"Ricardo Po, Sr. & family",1100000000,Philippines,canned food,2524
Forrest Preston,1100000000,United States,health care,2524
Enrico Preziosi,1100000000,Italy,toys,2524
Pu Shulin,1100000000,China,TV shows,2524
Qiu Lingyun,1100000000,China,consumer technology,2524
Vera Rechulski Santo Domingo,1100000000,Brazil,beer,2524
M.Satyanarayana Reddy,1100000000,India,pharmaceuticals,2524
Ruan Hongxian & family,1100000000,China,pharmaceuticals,2524
Chanchai Ruayrungruang,1100000000,China,real estate,2524
Daisuke Sasaki,1100000000,Japan,software,2524
Jack Schuler,1100000000,United States,pharmaceuticals,2524
Neerja Sethi,1100000000,United States,"IT consulting, outsourcing",2524
Shin Dong-guk,1100000000,South Korea,Pharmaceuticals,2524
Edgar Sia II,1100000000,Philippines,fast food,2524
Michael S. Smith,1100000000,United States,liquefied natural gas,2524
Su Rubo,1100000000,China,real estate,2524
Sun Xishuang,1100000000,China,real estate,2524
Sehat Sutardja,1100000000,United States,semiconductors,2524
Susanto Suwarto,1100000000,Indonesia,media,2524
Tan Eng Kee,1100000000,Malaysia,factory equipment,2524
Tan Yu Wei,1100000000,Malaysia,retail,2524
Yoshikazu Tanaka,1100000000,Japan,social network,2524
Hary Tanoesoedibjo,1100000000,Indonesia,media,2524
Mehmet Sinan Tara,1100000000,Turkey,construction,2524
Shirou Terashita,1100000000,Japan,investor relations consulting,2524
Carl Thoma,1100000000,United States,investments,2524
Tseng Sing-ai,1100000000,Taiwan,petrochemicals,2524
Sunil Vachani,1100000000,India,electronics,2524
Jan Van Geet,1100000000,Belgium,real estate developer,2524
Sekar Vembu,1100000000,India,business software,2524
Wang Han,1100000000,China,airline,2524
Wang Jianliang,1100000000,China,consumer technology,2524
Wang Kunxiao,1100000000,China,oilfield equipment,2524
Wen Pengcheng & family,1100000000,China,agribusiness,2524
Wen Yibo & family,1100000000,China,wastewater treatment,2524
Anne Werninghaus,1100000000,Brazil,industrial machinery,2524
Dan Wilks,1100000000,United States,natural gas,2524
Wong Hei & family,1100000000,China,conglomerate,2524
Wong Hong King,1100000000,China,real estate,2524
Wu Chung-yi,1100000000,Taiwan,manufacturing,2524
Wu Eddie Yongming,1100000000,China,e-commerce,2524
Eugene Wu,1100000000,Taiwan,finance,2524
Wu Wei,1100000000,China,education,2524
